variante,ciclo,endereco,endereco_norm
demo_matriz,214,137422176592,17177636898
demo_matriz,215,137422176600,17177636899
demo_matriz,216,137422176608,17177636900
demo_matriz,217,137422176616,17177636901
demo_matriz,218,137422176624,17177636902
demo_matriz,219,137422176632,17177636903
demo_matriz,220,137422176640,17177636904
demo_matriz,221,137422176648,17177636905
demo_matriz,222,137422176656,17177636906
demo_matriz,223,137422176664,17177636907
demo_matriz,224,137422176672,17177636908
demo_matriz,225,137422176680,17177636909
demo_matriz,226,137422176688,17177636910
demo_matriz,227,137422176696,17177636911
demo_matriz,228,137422176704,17177636912
demo_matriz,229,137422176712,17177636913
demo_matriz,230,137422176720,17177636914
demo_matriz,231,137422176728,17177636915
demo_matriz,232,137422176736,17177636916
demo_matriz,233,137422174960,17177636694
demo_matriz,234,137422175112,17177636713
demo_matriz,235,137422175144,17177636717
demo_matriz,236,137422174936,17177636691
demo_matriz,237,137422174952,17177636693
demo_matriz,238,137422174984,17177636697
demo_matriz,239,137422175320,17177636739
demo_matriz,240,137422175096,17177636711
demo_matriz,241,137422175032,17177636703
demo_matriz,242,137422175040,17177636704
demo_matriz,243,137422175152,17177636718
demo_matriz,244,137422175048,17177636705
demo_matriz,245,137422175056,17177636706
demo_matriz,246,137422175112,17177636713
demo_matriz,247,137422175176,17177636721
demo_matriz,248,137422175336,17177636741
demo_matriz,249,137422175344,17177636742
demo_matriz,250,137422175352,17177636743
demo_matriz,251,137422175360,17177636744
demo_matriz,252,137422175368,17177636745
demo_matriz,253,67343056,8282706
demo_matriz,254,67336776,8281921
demo_matriz,255,137422175656,17177636781
demo_matriz,256,137422176831,17177636927
demo_matriz,257,137422176832,17177636928
demo_matriz,258,137422176833,17177636928
demo_matriz,259,137422176834,17177636928
demo_matriz,260,137422176835,17177636928
demo_matriz,261,137422176836,17177636928
demo_matriz,262,137422176837,17177636928
demo_matriz,263,137422176838,17177636928
demo_matriz,264,137422176839,17177636928
demo_matriz,265,137422176840,17177636929
demo_matriz,266,137422176841,17177636929
demo_matriz,267,137422176842,17177636929
demo_matriz,268,137422176843,17177636929
demo_matriz,269,137422176844,17177636929
demo_matriz,270,137422176845,17177636929
demo_matriz,271,137422176846,17177636929
demo_matriz,272,137422176847,17177636929
demo_matriz,273,137422176831,17177636927
demo_matriz,274,67298051,8277080
demo_matriz,275,137422176832,17177636928
demo_matriz,276,67331240,8281229
demo_matriz,277,67331241,8281229
demo_matriz,278,67331376,8281246
demo_matriz,279,67331377,8281246
demo_matriz,280,137422176831,17177636927
demo_matriz,281,67331512,8281263
demo_matriz,282,67331513,8281263
demo_matriz,283,67331648,8281280
demo_matriz,284,67331649,8281280
demo_matriz,285,67331784,8281297
demo_matriz,286,67331785,8281297
demo_matriz,287,67331920,8281314
demo_matriz,288,67331921,8281314
demo_matriz,289,67332056,8281331
demo_matriz,290,67332057,8281331
demo_matriz,291,67332192,8281348
demo_matriz,292,67332193,8281348
demo_matriz,293,67332328,8281365
demo_matriz,294,67332329,8281365
demo_matriz,295,67332464,8281382
demo_matriz,296,67332465,8281382
demo_matriz,297,67332600,8281399
demo_matriz,298,67332601,8281399
demo_matriz,299,67332736,8281416
demo_matriz,300,67332737,8281416
demo_matriz,301,67332872,8281433
demo_matriz,302,67332873,8281433
